Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSTO
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,PYF,East Asia & Pacific,High income,100
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,QAT,Middle East & North Africa,High income,100
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ROU,Europe & Central Asia,High income,100
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,RUS,Europe & Central Asia,Upper middle income,100
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,RWA,Sub-Saharan Africa,Low income,40.3686065673828
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SAU,Middle East & North Africa,High income,100
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SDN,Sub-Saharan Africa,Low income,53.9625396728516
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SEN,Sub-Saharan Africa,Lower middle income,70.4000015258789
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SGP,East Asia & Pacific,High income,100
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SLB,East Asia & Pacific,Lower middle income,69.8094177246094
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SLE,Sub-Saharan Africa,Low income,22.7000007629395
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SLV,Latin America & Caribbean,Lower middle income,97.3600006103516
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SMR,Europe & Central Asia,High income,100
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SOM,Sub-Saharan Africa,Low income,49.2000007629395
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SRB,Europe & Central Asia,Upper middle income,99.8000030517578
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SSD,Sub-Saharan Africa,Low income,6.70700693130493
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,STP,Sub-Saharan Africa,Lower middle income,74.9672012329102
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SUR,Latin America & Caribbean,Upper middle income,97.8254165649414
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SVK,Europe & Central Asia,High income,100
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SVN,Europe & Central Asia,High income,100
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SWE,Europe & Central Asia,High income,100
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SWZ,Sub-Saharan Africa,Lower middle income,76.8694381713867
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SXM,Latin America & Caribbean,High income,100
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SYC,Sub-Saharan Africa,High income,100
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,SYR,Middle East & North Africa,Low income,89.2692108154297
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TCA,Latin America & Caribbean,High income,100
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TCD,Sub-Saharan Africa,Low income,8.39999961853027
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TGO,Sub-Saharan Africa,Low income,52.363109588623
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,THA,East Asia & Pacific,Upper middle income,99.9000015258789
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TJK,Europe & Central Asia,Lower middle income,99.6332092285156
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TKM,Europe & Central Asia,Upper middle income,99.9000015258789
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TLS,East Asia & Pacific,Lower middle income,90.7986526489258
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TON,East Asia & Pacific,Upper middle income,98.4000015258789
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TTO,Latin America & Caribbean,High income,100
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TUN,Middle East & North Africa,Lower middle income,100
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TUR,Europe & Central Asia,Upper middle income,100
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TUV,East Asia & Pacific,Upper middle income,99.6999969482422
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,TZA,Sub-Saharan Africa,Lower middle income,37.6596870422363
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,UGA,Sub-Saharan Africa,Low income,41.2999992370605
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,UKR,Europe & Central Asia,Lower middle income,100
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,URY,Latin America & Caribbean,High income,99.9000015258789
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,USA,North America,High income,100
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,UZB,Europe & Central Asia,Lower middle income,100
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,VCT,Latin America & Caribbean,Upper middle income,100
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,VGB,Latin America & Caribbean,High income,100
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,VIR,Latin America & Caribbean,High income,100
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,VNM,East Asia & Pacific,Lower middle income,99.4000015258789
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,VUT,East Asia & Pacific,Lower middle income,64.5901870727539
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,WSM,East Asia & Pacific,Lower middle income,99.1999969482422
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,XKX,Europe & Central Asia,Upper middle income,100
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,YEM,Middle East & North Africa,Low income,72.7510757446289
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ZAF,Sub-Saharan Africa,Upper middle income,85
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ZMB,Sub-Saharan Africa,Low income,43
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019.0,ZWE,Sub-Saharan Africa,Lower middle income,46.7814750671387
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,ABW,Latin America & Caribbean,High income,100
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,AFG,South Asia,Low income,97.6999969482422
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,AGO,Sub-Saharan Africa,Lower middle income,46.8906097412109
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,ALB,Europe & Central Asia,Upper middle income,100
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,AND,Europe & Central Asia,High income,100
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,ARE,Middle East & North Africa,High income,100
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,ARG,Latin America & Caribbean,Upper middle income,100
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,ARM,Europe & Central Asia,Upper middle income,100
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,ATG,Latin America & Caribbean,High income,100
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,AUS,East Asia & Pacific,High income,100
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,AUT,Europe & Central Asia,High income,100
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,AZE,Europe & Central Asia,Upper middle income,100
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BDI,Sub-Saharan Africa,Low income,11.7355556488037
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BEL,Europe & Central Asia,High income,100
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BEN,Sub-Saharan Africa,Lower middle income,41.4109573364258
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BFA,Sub-Saharan Africa,Low income,18.957239151001
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BGD,South Asia,Lower middle income,96.1999969482422
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BGR,Europe & Central Asia,Upper middle income,99.6999969482422
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BHR,Middle East & North Africa,High income,100
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BHS,Latin America & Caribbean,High income,100
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BIH,Europe & Central Asia,Upper middle income,100
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BLR,Europe & Central Asia,Upper middle income,100
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BLZ,Latin America & Caribbean,Upper middle income,97.1133346557617
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BMU,North America,High income,100
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BOL,Latin America & Caribbean,Lower middle income,97.5541229248047
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BRA,Latin America & Caribbean,Upper middle income,100
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BRB,Latin America & Caribbean,High income,100
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BRN,East Asia & Pacific,High income,100
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BTN,South Asia,Lower middle income,100
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,BWA,Sub-Saharan Africa,Upper middle income,71.994758605957
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CAF,Sub-Saharan Africa,Low income,15.4650840759277
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CAN,North America,High income,100
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CHE,Europe & Central Asia,High income,100
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CHI,Europe & Central Asia,High income,100
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CHL,Latin America & Caribbean,High income,100
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CHN,East Asia & Pacific,Upper middle income,100
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CIV,Sub-Saharan Africa,Lower middle income,69.6791229248047
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CMR,Sub-Saharan Africa,Lower middle income,64.7213668823242
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,COD,Sub-Saharan Africa,Low income,19.1000003814697
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,COG,Sub-Saharan Africa,Lower middle income,49.5171012878418
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,COL,Latin America & Caribbean,Upper middle income,100
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,COM,Sub-Saharan Africa,Lower middle income,86.7371368408203
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CPV,Sub-Saharan Africa,Lower middle income,94.1617431640625
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CRI,Latin America & Caribbean,Upper middle income,99.9000015258789
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CUB,Latin America & Caribbean,Upper middle income,100
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CUW,Latin America & Caribbean,High income,100
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CYM,Latin America & Caribbean,High income,100
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CYP,Europe & Central Asia,High income,100
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,CZE,Europe & Central Asia,High income,100
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,DEU,Europe & Central Asia,High income,100
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,DJI,Middle East & North Africa,Lower middle income,61.7670822143555
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,DMA,Latin America & Caribbean,Upper middle income,100
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,DNK,Europe & Central Asia,High income,100
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,DOM,Latin America & Caribbean,Upper middle income,100
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,DZA,Middle East & North Africa,Lower middle income,99.8041305541992
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,ECU,Latin America & Caribbean,Upper middle income,98.8499984741211
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,EGY,Middle East & North Africa,Lower middle income,100
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,ERI,Sub-Saharan Africa,Low income,52.1710968017578
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,ESP,Europe & Central Asia,High income,100
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,EST,Europe & Central Asia,High income,100
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,ETH,Sub-Saharan Africa,Low income,51.0939826965332
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,FIN,Europe & Central Asia,High income,100
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,FJI,East Asia & Pacific,Upper middle income,100
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,FRA,Europe & Central Asia,High income,100
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,FRO,Europe & Central Asia,High income,100
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,FSM,East Asia & Pacific,Lower middle income,82.9259185791016
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GAB,Sub-Saharan Africa,Upper middle income,91.5715637207031
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GBR,Europe & Central Asia,High income,100
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GEO,Europe & Central Asia,Upper middle income,100
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GHA,Sub-Saharan Africa,Lower middle income,85.8735504150391
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GIN,Sub-Saharan Africa,Low income,44.6686782836914
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GMB,Sub-Saharan Africa,Low income,62.2730674743652
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GNB,Sub-Saharan Africa,Low income,33.3354682922363
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GNQ,Sub-Saharan Africa,Upper middle income,66.7477264404297
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GRC,Europe & Central Asia,High income,100
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GRD,Latin America & Caribbean,Upper middle income,93.5864486694336
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GRL,Europe & Central Asia,High income,100
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GTM,Latin America & Caribbean,Upper middle income,97.0552673339844
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GUM,East Asia & Pacific,High income,100
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,GUY,Latin America & Caribbean,Upper middle income,92.5405426025391
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,HKG,East Asia & Pacific,High income,100
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,HND,Latin America & Caribbean,Lower middle income,93.2067108154297
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,HRV,Europe & Central Asia,High income,100
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020.0,HTI,Latin America & Caribbean,Lower middle income,46.9255332946777
